date,symbol,signal,confidence,predicted_return_1d,predicted_price_1d,close,weight,portfolio_impact_score,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,var_95,expected_shortfall_95,signal_reason,signal_source
2021-04-30,BAJAJFINSV,SELL,0.736101922411669,-0.012605662356203836,10902.462688244621,11041.65,0.14897743968308852,-0.0013823694533970504,0.41360781736327823,0.3640031250652045,0.9714417075401094,1.326201150308155,-0.5858958485989332,-0.03106277432851448,-0.04911502268721487,close above 20-day MA; close above 50-day MA; MACD bullish; RSI neutral; positive 20-day momentum,model_plus_indicators
2021-04-30,ADANIPORTS,SELL,0.6727554890584558,-0.006641971614358658,725.2010286229374,730.05,0.058818944391428166,-0.0002628279158214973,0.14229175928017512,0.36808080731300935,0.2235698184887855,0.31204870119726585,-0.536935933147634,-0.031877311500835184,-0.05162551955521834,close below 20-day MA; close above 50-day MA; MACD bearish; RSI neutral; positive 20-day momentum,model_plus_indicators
2021-04-30,SBIN,STRONG SELL,0.8655520148994542,-0.020219556383303014,346.3523868185024,353.5,0.0,-0.0,0.019262799452910873,0.37643692200716694,-0.10821786643530555,-0.16949948462947534,-0.5949248120300759,-0.034503306841379096,-0.050169671755779466,close above 20-day MA; close below 50-day MA; MACD bullish; RSI neutral; negative 20-day momentum,model_plus_indicators
2021-04-30,TCS,SELL,0.8199558047597155,-0.005953100264428643,3017.578471182287,3035.65,0.0,-0.0,0.028758391507369696,0.32316272492467024,-0.0966745422137184,-0.09395243158911858,-0.5459250215056739,-0.024392635187911058,-0.041313225502539984,close below 20-day MA; close below 50-day MA; MACD bearish; RSI neutral; negative 20-day momentum,model_plus_indicators
2021-04-30,TATAMOTORS,SELL,0.7291097391728136,-0.0009060966207118674,293.58374350800386,293.85,0.0,-0.0,-0.08157007299712438,0.45701380305307077,-0.3097719851159168,-0.46464364828865024,-0.8919857745430486,-0.041701067077016214,-0.06291811759214995,close below 20-day MA; close below 50-day MA; MACD bearish; RSI neutral; negative 20-day momentum,model_plus_indicators
2011-06-28,INFOSYSTCH,BUY,0.7243160862280975,0.0006397825682276409,2867.133168992743,2865.3,0.0,0.0,,,,,,,,close above 20-day MA; close above 50-day MA; MACD bullish; RSI neutral; positive 20-day momentum,model_plus_indicators
2021-04-30,DRREDDY,BUY,0.7230809878511099,0.0005711659917283284,5166.048987131892,5163.1,0.0,0.0,0.07950587546913401,0.29646396434895916,0.0657950975997009,0.0949307504879094,-0.5645758579446134,-0.026313197830545487,-0.04095872078560606,close above 20-day MA; close above 50-day MA; MACD bullish; RSI neutral; positive 20-day momentum,model_plus_indicators
2021-04-30,M&M,SELL,0.7230501788372391,-0.0005694543798466162,752.1214571064464,752.55,0.0,-0.0,-0.07691218589764215,0.380993803891222,-0.35935541339336874,-0.3779716834788201,-0.8271541476579067,-0.028696946541640633,-0.05136981950065821,close below 20-day MA; close below 50-day MA; MACD bearish; RSI neutral; negative 20-day momentum,model_plus_indicators
2021-04-30,MARUTI,SELL,0.7171478490333208,-0.00024154716851782713,6454.090656021557,6455.65,0.0,-0.0,0.11190543798973152,0.3004947231590453,0.17273327612564798,0.23825562964188535,-0.5920141978855726,-0.02599931164728386,-0.04288347323132191,close below 20-day MA; close below 50-day MA; MACD bearish; RSI neutral; negative 20-day momentum,model_plus_indicators
2013-10-22,UNIPHOS,BUY,0.7149184434478043,0.00011769130265579703,157.81857168755909,157.8,0.0,0.0,,,,,,,,close above 20-day MA; close above 50-day MA; MACD bullish; RSI neutral; positive 20-day momentum,model_plus_indicators
2021-04-30,ITC,SELL,0.7146384684935333,-0.00010213713852962487,202.5793070157339,202.6,0.0,-0.0,-0.09129406044182786,0.3001791855032672,-0.5040124956971114,-0.583366625614601,-0.6315986990242696,-0.02422580688671334,-0.041871374761865185,close below 20-day MA; close below 50-day MA; MACD bearish; RSI neutral; negative 20-day momentum,model_plus_indicators
2012-01-16,MUNDRAPORT,BUY,0.7130233639697315,1.2409109429531933e-05,135.5016814343277,135.5,0.0,0.0,,,,,,,,close above 20-day MA; close above 50-day MA; MACD bullish; RSI neutral; positive 20-day momentum,model_plus_indicators
2015-05-06,SSLT,BUY,0.7109538281932919,-0.00010256510037267308,220.12742029315297,220.15,0.0,-0.0,,,,,,,,close above 20-day MA; close above 50-day MA; MACD bullish; RSI neutral; positive 20-day momentum,model_plus_indicators
2021-04-30,TECHM,SELL,0.7105008108620396,0.00012773272988668587,960.5226745137833,960.4,0.0,0.0,-0.14787922321421243,0.4316386058161418,-0.4816047971917494,-0.42769438005864097,-0.8712029161603886,-0.027638163599261977,-0.05430110198827184,close below 20-day MA; close below 50-day MA; MACD bearish; RSI neutral; negative 20-day momentum,model_plus_indicators
2021-04-30,SUNPHARMA,BUY,0.7090426136701039,-0.00020874368499422744,654.3133876953556,654.45,0.0,-0.0,-0.0360766013780357,0.33178457260596883,-0.28957525247003385,-0.4043711421484358,-0.722483537158985,-0.02921703462963056,-0.0482106878233489,close above 20-day MA; close above 50-day MA; MACD bullish; RSI neutral; positive 20-day momentum,model_plus_indicators
2021-04-30,BRITANNIA,SELL,0.7074738572191396,0.0002958968211589129,3450.020548136177,3449.0,0.0,0.0,0.10729372122075631,0.3332406894248242,0.14192060790171096,0.14427804561759452,-0.6901734020274926,-0.023698345637209902,-0.041639389407708546,close below 20-day MA; close below 50-day MA; MACD bearish; RSI neutral; negative 20-day momentum,model_plus_indicators
2021-04-30,WIPRO,BUY,0.7044544407058031,-0.00046364218301093876,492.5215403143213,492.75,0.0,-0.0,-0.018231853755911853,0.3423864845509094,-0.22848990040750153,-0.21558266857811775,-0.7585694103650821,-0.024000983291579046,-0.04382939438406924,close above 20-day MA; close above 50-day MA; MACD bullish; RSI neutral; positive 20-day momentum,model_plus_indicators
