model,mae,rmse,r2,directional_accuracy
ridge_regression,0.01684197362447391,0.026286555759370504,-0.011339417591332612,0.5000708616780045
hist_gradient_boosting,0.01690180409960019,0.026343385556816375,-0.015717042602770848,0.5053854875283447
